허니 넛트 브레드,탐앤탐스,베이커리,6000
허니 버터 브레드,탐앤탐스,베이커리,6000
도그프레즐,탐앤탐스,베이커리,4700
멕시칸 칠리 핫도그,탐앤탐스,베이커리,6500
오리지널 핫도그,탐앤탐스,베이커리,4800
블루베리 베이글,탐앤탐스,샌드위치,4000
어니언 베이글,탐앤탐스,샌드위치,4000
플레인 베이글,탐앤탐스,샌드위치,4000
햄치즈 샌드위치,탐앤탐스,샌드위치,4500
B.L.T 샌드위치,탐앤탐스,샌드위치,4500
치즈 스테이크 샌드위치,탐앤탐스,샌드위치,4500
에그베이컨 샌드위치,탐앤탐스,샌드위치,4500
트로피칼 샤베트 빙수,탐앤탐스,빙수,13000
마카롱 녹차 빙수,탐앤탐스,빙수,14000
옛날 달고나 빙수,탐앤탐스,빙수,12000
아포가토,탐앤탐스,아이스크림,5500
요거트 아이스크림,탐앤탐스,아이스크림,4000
